CCLE Cell Line Name	Compound	Doses (uM)	Activity Data (median)	EC50 (uM)	IC50 (uM)	ActArea
SH10TC_STOMACH	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-27,-18,-66,-92,-95,-97,-97,-97	0.02353929	0.019594096	5.5243
SHP77_LUNG	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-22,16.9,-17,27.9,-52,-92,-96,-98	0.234951496	0.250442058	3.8193
SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-53,-94,-97,-97,-98,-99,-99,-99	0.002542614	0.0025	7.4525
SIMA_AUTONOMIC_GANGLIA	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-53,-42,-52,-78,-77,-85,-83,-83		0.002542614	5.5779
SJRH30_SOFT_TISSUE	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-26,-52,-68,-78,-80,-83,-82,-79	0.004391638	0.007649506	5.3401
SJSA1_BONE	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-5.8,-29,-62,-74,-81,-85,-91,-78	0.009850824	0.016656112	5.3659
SKBR3_BREAST	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-13,-26,-80,-72,-82,-86,-83,-79	0.010640944	0.011064467	5.046
SKCO1_LARGE_INTESTINE	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-4.7,-30,-32,-27,-36,-33,-34,-41	0.002802407	8.0	2.6585
SKES1_BONE	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-43,-80,-86,-89,-93,-95,-94,-94		0.002542614	6.7784
SKHEP1_LIVER	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-51,-59,-63,-83,-79,-89,-83,-83	0.038306262	0.0025	4.968
SKLMS1_SOFT_TISSUE	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-39,-32,-59,-70,-76,-87,-82,-89	0.037059501	0.018775795	5.2374
SKLU1_LUNG	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-34,-38,-52,-66,-64,-58,-61,-62	0.020814819	0.022293221	4.591
SKMEL2_SKIN	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	7.30,20.7,-45,-70,-71,-66,-72,-62	0.020730669	0.026818315	3.657
SKMEL24_SKIN	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-21,-23,-34,-46,-58,-58,-60,-55	0.042267546	0.102132171	3.0234
SKMEL30_SKIN	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-33,-41,-54,-56,-64,-60,-58,-43	0.010130499	0.015178802	3.9556
SKMEL31_SKIN	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-23,-21,-48,-60,-65,-72,-66,-64	0.024401404	0.026501333	4.1256
SKMEL5_SKIN	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-45,-56,-71,-81,-86,-80,-81,-72	0.024308879	0.0025	4.9196
SKMES1_LUNG	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-27,-35,-56,-77,-76,-77,-75,-81	0.021067705	0.019149521	4.9906
SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-3.2,-69,-87,-92,-93,-94,-94,-94	0.004783915	0.005710234	6.3364
SKNAS_AUTONOMIC_GANGLIA	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-24,-51,-67,-71,-76,-83,-84,-82	0.002542614	0.007667506	5.2472
SKNBE2_AUTONOMIC_GANGLIA	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-18,-71,-87,-80,-85,-84,-84,-86	0.006816553	0.005319262	5.9311
SKNDZ_AUTONOMIC_GANGLIA	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-46,-54,-71,-72,-80,-82,-87,-80	0.002542614	0.006010402	5.864
SKNFI_AUTONOMIC_GANGLIA	Paclitaxel	.0025,.025,.080,.25,.80,2.53,8	-7.2,-26,-27,-30,-57,-73,-88	5.011042595	0.432275355	3.4138
SKNSH_AUTONOMIC_GANGLIA	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-26,-43,-47,-68,-79,-81,-84,-83	0.034470201	0.024853488	4.8643
SKOV3_OVARY	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-36,-39,-60,-75,-78,-81,-87,-88	0.027344441	0.013747575	5.0501
SNGM_ENDOMETRIUM	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-23,-26,-65,-88,-89,-92,-89,-92	0.020825231	0.018114803	5.7321
SNU1_STOMACH	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-18,-61,-80,-69,-67,-65,-62,-58	0.005099222	0.005922596	4.8994
SNU16_STOMACH	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-81,-94,-96,-98,-98,-97,-99,-99		0.002542614	7.5435
SNU182_LIVER	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-16,-19,-28,-70,-88,-91,-90,-89	0.052304633	0.048124224	4.6237
SNU387_LIVER	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-19,-43,-48,-69,-69,-66,-77,-69	0.002542614	0.015857622	4.7368
SNU398_LIVER	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-42,-83,-97,-98,-99,-97,-98,-95	0.006730711	0.0025	6.988
SNU423_LIVER	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-46,-41,-60,-69,-73,-79,-77,-81	0.03212693	0.010886092	4.9445
SNU449_LIVER	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-8.0,-1.7,-12,-13,-18,-24,-52,-67	2.421851397	2.699324846	1.808
SNU475_LIVER	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-8.9,-59,-52,-79,-70,-65,-76,-80	0.002542614	0.007151415	5.0
SNUC2A_LARGE_INTESTINE	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-17,-26,-35,-59,-64,-65,-64,-60	0.033058468	0.047947861	3.9497
SNUC2B	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-21,-20,-71,-77,-85,-87,-90,-86	0.011890551	0.013825299	5.3682
SQ1_LUNG	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-1.6,-22,-56,-64,-56,-73,-78,-65	0.010066535	0.022958782	4.5905
SU8686_PANCREAS	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-38,-40,-54,-60,-53,-54,-63,-53		0.002542614	4.1376
SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-35,-97,-96,-97,-99,-98,-98,-100	0.003461878	0.003111677	7.2354
SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-30,-71,-91,-96,-97,-96,-96,-97	0.004564515	0.004502342	6.9533
SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-80,-92,-95,-98,-97,-97,-96,-95		0.002542614	7.4814
SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-49,-87,-85,-81,-90,-90,-87,-83	0.002542614	0.002547168	6.7813
SUIT2_PANCREAS	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	3.58,-9.4,-8.5,-44,-50,-69,-70,-77	0.039788041	0.297967613	3.2842
SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-79,-96,-98,-99,-99,-99,-99,-99		0.002542614	7.6077
SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	5.04,-51,-66,-85,-85,-86,-88,-89	0.002542614	0.00852356	5.2309
SW1088_CENTRAL_NERVOUS_SYSTEM	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-61,-55,-77,-70,-75,-75,-67,-64		0.002542614	4.9997
SW1271_LUNG	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-21,-40,-62,-59,-62,-54,-62,-67	0.00869495	0.010101246	4.1891
SW1353_BONE	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-35,-20,-62,-85,-90,-86,-88,-78	0.012006343	0.01130726	5.3868
SW1417_LARGE_INTESTINE	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-31,-47,-51,-72,-77,-75,-75,-78	0.027966568	0.024212839	5.1654
SW1573_LUNG	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-21,-35,-56,-59,-57,-59,-62,-59	0.009652582	0.015798051	3.8372
SW1990_PANCREAS	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-38,-41,-44,-68,-74,-70,-70,-68	0.041163512	0.034169219	4.7138
SW403_LARGE_INTESTINE	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-34,-58,-72,-80,-85,-82,-85,-88	0.003060008	0.005492983	5.8697
SW48_LARGE_INTESTINE	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-29,-79,-91,-91,-91,-94,-92,-93	0.002592657	0.003591424	6.6415
SW480_LARGE_INTESTINE	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-17,-35,-55,-71,-68,-68,-64,-63	0.010175461	0.015503779	3.6134
SW579_THYROID	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-22,-34,-63,-79,-87,-89,-92,-90	0.017293759	0.015498778	5.6305
SW620_LARGE_INTESTINE	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-41,-71,-82,-86,-91,-90,-86,-72	0.002542614	0.002583542	6.0438
SW780_URINARY_TRACT	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-47,-47,-63,-89,-93,-94,-92,-91	0.02869698	0.010781743	5.5322
SW900_LUNG	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-12,-35,-52,-74,-78,-85,-84,-84	0.010703176	0.0188492	4.5352
T24_URINARY_TRACT	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-34,-29,-57,-74,-89,-91,-95,-95	0.036396265	0.018219179	5.7734
T3M10_LUNG	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-40,-42,-37,-61,-69,-76,-77,-76	0.072129786	0.062078975	4.1385
T47D_BREAST	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-23,-43,-48,-47,-55,-47,-46,-41		8.0	3.3375
T84_LARGE_INTESTINE	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-34,-7.4,-37,-63,-66,-63,-73,-83	0.06753663	0.057363126	4.1065
T98G_CENTRAL_NERVOUS_SYSTEM	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-29,-61,-76,-84,-86,-86,-84,-85	0.002542614	0.005198572	4.9955
TC71_BONE	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-26,-76,-95,-98,-99,-99,-98,-97	0.004733951	0.004245151	6.8648
TCCSUP_URINARY_TRACT	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-63,-68,-76,-81,-81,-80,-77,-77		0.002542614	5.7387
TE1_OESOPHAGUS	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-25,-37,-53,-67,-60,-67,-58,-57	0.011530357	0.017809903	4.1517
TE11_OESOPHAGUS	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-85,-92,-92,-95,-97,-94,-96,-94		0.002542614	7.3115
TE15_OESOPHAGUS	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-36,-59,-86,-101,-100,-102,-104,-106	0.010010515	0.005525481	6.4203
TE5_OESOPHAGUS	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-15,-39,-67,-81,-83,-83,-87,-85	0.009768344	0.012177017	5.4258
TE617T_SOFT_TISSUE	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-38,-73,-92,-95,-95,-96,-96,-91	0.003469334	0.003053997	6.7285
TE9_OESOPHAGUS	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-36,-75,-88,-91,-92,-94,-96,-94	0.002542614	0.003389495	6.6468
TEN_ENDOMETRIUM	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-42,-20,-43,-54,-47,-54,-56,-50	0.022663632	0.036272764	4.0307
TOLEDO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-11,-19,-7.1,-33,-46,-72,-61,-65	0.140151396	0.243933931	2.3948
TOV112D_OVARY	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-5.4,-68,-87,-99,-99,-100,-97,-89	0.002542614	0.005249934	6.2674
TOV21G_OVARY	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-46,-57,-70,-75,-81,-80,-77,-78	0.01063237	0.003941573	5.0367
TT2609C02_THYROID	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-66,-72,-84,-85,-90,-90,-89,-84	0.011632246	0.0025	6.6567
TYKNU_OVARY	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-47,-51,-64,-73,-68,-77,-69,-65		0.002542614	5.115
U118MG_CENTRAL_NERVOUS_SYSTEM	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-35,-51,-70,-75,-86,-81,-84,-80	0.011908124	0.007376922	4.7636
U2OS_BONE	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-5.2,-29,-50,-73,-82,-85,-88,-89	0.031713322	0.026384344	5.1548
U87MG_CENTRAL_NERVOUS_SYSTEM	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-17,-35,-62,-71,-74,-78,-78,-73	0.002542614	0.009391576	4.303
U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-75,-82,-96,-97,-98,-99,-98,-99	0.007595447	0.004307028	7.4369
UACC257_SKIN	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-33,-35,-58,-52,-54,-46,-48,-38		8.0	3.6187
UACC62_SKIN	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-30,-37,-65,-83,-80,-80,-77,-79	0.018216051	0.015443877	5.3255
UACC812_BREAST	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-54,-45,-72,-75,-61,-68,-56,-65		0.002542614	4.0004
UMUC3_URINARY_TRACT	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-25,-49,-75,-82,-85,-89,-90,-84	0.007703873	0.008238792	5.4626
VMRCLCD_LUNG	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-58,-75,-83,-95,-92,-96,-94,-97		0.002542614	6.523
VMRCRCW_KIDNEY	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-11,-23,-8.1,-20,.69,-14,-13,-25		8.0	1.0722
VMRCRCZ_KIDNEY	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-46,-25,-43,-47,-69,-64,-70,-64	0.08903899	0.087297022	3.9578
WM115_SKIN	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-21,-19,-40,-50,-57,-63,-64,-69	0.032111879	0.077774294	3.5617
WM1799_SKIN	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-29,-44,-49,-57,-71,-70,-70,-68	0.008638385	0.020549456	4.8909
WM2664_SKIN	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-38,-45,-59,-56,-61,-63,-64,-57	0.010119976	0.010564829	4.0908
WM793_SKIN	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-54,-51,-58,-75,-77,-78,-80,-80	0.033615757	0.009883286	5.6275
WM88_SKIN	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-43,-55,-64,-64,-71,-70,-69,-61	0.005297495	0.005031998	5.0682
WM983B_SKIN	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-24,-17,-52,-75,-87,-91,-88,-87	0.007726429	0.007563737	5.6824
YKG1_CENTRAL_NERVOUS_SYSTEM	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-25,-42,-77,-79,-88,-91,-90,-85	0.011588358	0.010191021	5.5701
ZR751_BREAST	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-29,-64,-79,-79,-66,-70,-75,-54	0.006129042	0.005975602	4.4743
ZR7530_BREAST	Paclitaxel	.0025,.0080,.025,.080,.25,.80,2.53,8	-20,-22,-51,-54,-53,-58,-44,-43	0.013243685	0.028183434	2.1929
1321N1_CENTRAL_NERVOUS_SYSTEM	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-20,-17,-.96,-5.0,-2.4,-6.2,-18,-19		8.0	0.1247
22RV1_PROSTATE	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-4.1,-23,-42,-38,-38,-36,-53,-50	0.002542614	8.0	2.8096
42MGBA_CENTRAL_NERVOUS_SYSTEM	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	15.2,-22,3.55,-35,13.3,-21,.28,-38		8.0	1.3092
5637_URINARY_TRACT	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	3.83,-4.1,9.06,-4.3,-4.0,-1.3,-16,-35	2.747059107	8.0	0.5872
639V_URINARY_TRACT	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	.84,-3.0,-1.8,-11,-28,-35,-35,-36	0.13161619	8.0	1.1495
697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-15,-19,-6.8,-8.0,-23,-33,-34,-31		8.0	2.5412
769P_KIDNEY	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-18,-.068,-11,1.55,-13,-7.3,-35,-42	1.876256108	8.0	0.6281
786O_KIDNEY	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-6.7,3.03,-12,-8.8,-11,-6.7,-13,-12		8.0	0.3118
8305C_THYROID	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-6.6,.49,-21,-13,-41,-43,-40,-40	0.108338751	8.0	2.4031
8505C_THYROID	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-6.3,-.62,-7.3,-1.4,-30,-40,-51,-48	0.232873708	8.0	1.5453
8MGBA_CENTRAL_NERVOUS_SYSTEM	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-11,1.82,11.3,14.1,21.8,2.61,1.02,2.19		8.0	0.1191
A172_CENTRAL_NERVOUS_SYSTEM	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-6.3,-.70,-.54,-1.3,-12,-8.1,-7.6,-16		8.0	0.2375
A204_SOFT_TISSUE	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-6.4,6.63,-11,3.21,-2.6,-5.0,-7.0,-18		8.0	0.117
A2058_SKIN	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-5.9,-7.9,-7.6,-8.5,-27,-38,-51,-50	0.346551329	5.036472321	1.8154
A253_SALIVARY_GLAND	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-1.7,-8.7,-.60,-2.2,-16,-18,-41,-48	1.226856112	8.0	1.548
A2780_OVARY	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-16,-15,-15,-11,-37,-39,-62,-71	1.164510131	1.579616904	2.5348
A375_SKIN	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-3.5,-3.2,-10,-39,-71,-74,-77,-75	0.081431821	0.106830887	3.2996
A549_LUNG	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-2.8,-9.9,-5.5,-16,-28,-43,-46,-74	8.680621804	2.122098207	1.8637
A673_BONE	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-8.2,-15,-15,-11,-14,-22,-26,-25		8.0	1.3769
ACHN_KIDNEY	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-9.9,-6.8,-2.4,-11,-14,-21,-30,-36	0.888495207	8.0	0.6881
ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-6.2,-4.7,-2.8,1.37,-15,-15,-35,-34	0.379500955	8.0	1.2336
AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-11,-5.8,-21,-13,-17,-21,-32,-42	8.296634545	8.0	1.6147
AN3CA_ENDOMETRIUM	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-8.5,-7.9,1.49,-3.9,11.3,5.60,-12,-30	2.69486618	8.0	0.6207
ASPC1_PANCREAS	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-20,-7.3,-27,-3.2,-41,-44,-59,-77	2.141568422	1.271577716	2.1312
AU565_BREAST	AZD6244	.0080,.025,.080,.25,.80,2.53,8	-2.5,-4.2,5.97,10.8,15.4,11.3,12.4		8.0	0.09979
AZ521_STOMACH	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	.80,-23,-5.0,-9.2,-24,-14,-33,-31		8.0	1.531
BCPAP_THYROID	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-2.5,-3.0,-7.2,-13,-27,-28,-42,-44	0.310981452	8.0	2.518
BDCM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-23,4.86,-8.2,-12,-32,-51,-55,-48	0.240021586	0.465061456	1.4573
BFTC909_KIDNEY	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	.27,-3.1,-8.9,-15,-8.0,-5.5,-16,-19		8.0	0.3552
BGC823_STOMACH	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-13,2.18,-.90,18.2,-2.4,1.63,-16,.51		8.0	0.1769
BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-4.9,.049,-8.6,4.39,.29,9.78,-.70,5.78		8.0	0.05747
BL70_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-7.4,15.4,-.75,5.09,1.00,17.5,-11,-2.5		8.0	0.113
BT20_BREAST	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-5.3,-.28,10.9,6.74,11.5,-11,-1.3,-4.2		8.0	0.01832
BT474_BREAST	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-5.7,-19,-11,-7.6,2.35,2.61,-4.6,.74		8.0	0.1287
BT549_BREAST	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-.089,-18,9.51,-8.3,8.75,-15,-7.1,-9.6		8.0	0.2601
BXPC3_PANCREAS	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-24,4.79,-19,-3.0,-35,-39,-45,-58	0.217092425	8.0	1.9699
C2BBE1_LARGE_INTESTINE	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	17.5,-13,-5.4,-8.0,-16,-51,-43,-53	0.30483374	8.0	1.6091
C32_SKIN	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	1.50,-.77,8.98,-9.1,-26,-30,-67,-74	0.982823133	1.360162973	1.8523
C3A_LIVER	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-3.4,-3.6,4.04,6.03,-36,-29,-37,-48	0.13500075	8.0	1.5726
CAKI2_KIDNEY	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-5.8,5.36,-8.6,3.02,-6.2,1.56,-25,-19		8.0	1.2769
CAL12T_LUNG	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-11,-1.3,-19,-17,1.00,-24,-42,-66	2.367756367	3.317574024	1.2348
CAL27_UPPER_AERODIGESTIVE_TRACT	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-4.6,-12,-12,-24,-45,-55,-64,-68	0.172338858	0.437977016	2.3452
CAL78_BONE	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-11,3.53,15.7,12.2,8.89,-.55,-2.2,1.62		8.0	0.149
CAL851_BREAST	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-4.6,-6.9,-3.7,-17,-36,-34,-40,-67	8.430301747	3.014279604	1.7048
CALU1_LUNG	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-3.8,-10,-15,-22,-34,-32,-39,-40	0.057250198	8.0	1.6146
CALU3_LUNG	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-20,-24,-12,-27,-24,-25,-32,-50	8.619947882	8.0	2.3689
CALU6_LUNG	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-11,10.5,1.88,11.4,-17,-31,-45,-58	0.754195035	3.664028168	1.5986
CAMA1_BREAST	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-7.7,-1.5,-6.8,-9.4,-7.2,3.55,-9.8,-1.5		8.0	0.06316
CAPAN2_PANCREAS	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-4.5,3.22,-10,-4.1,-41,-47,-56,-51	0.243209943	0.503727555	1.5237
CAS1_CENTRAL_NERVOUS_SYSTEM	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-5.1,-.64,-8.2,-4.8,2.08,-4.5,-5.8,-19		8.0	0.103
CCK81_LARGE_INTESTINE	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	12.0,11.1,-17,-31,5.39,-49,-41,-55		8.0	2.0146
CHL1_SKIN	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-13,-3.0,-1.6,.80,-9.1,-2.3,-5.0,-14		8.0	0.7278
CHP212_AUTONOMIC_GANGLIA	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-27,-29,-71,-79,-83,-84,-89,-90	0.01387505	0.011546331	5.5723
CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	32.5,19.1,23.9,5.64,-21,42.1,-39,24.5		8.0	0.5656
CMK86_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-4.1,-13,-15,-8.0,-16,-11,-12,-23		8.0	1.5946
COLO201_LARGE_INTESTINE	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-5.7,.25,-27,-42,-76,-82,-91,-96	0.070625015	0.07659103	4.1926
COLO205_LARGE_INTESTINE	AZD6244	.0025,.0080,.025,.080,.25,.80,2.53,8	-11,-24,-27,-72,-84,-89,-92,-94	0.056181729	0.049389198	4.57
